,variable,mean_on_jump_up,mean_elsewhere,diff,n_jump_up,corr_with_dJ
0,dskew_market,-0.051914817197140355,0.0010538143826976931,-0.05296863157983805,158,-0.24327124756910604
1,skew_market,-0.3935989577341941,-0.2140184856793671,-0.17958047205482702,158,-0.11729128114027057
2,dD_odd,0.009991628558352648,-0.00020524835776592837,0.010196876916118576,158,0.2024122836845498
3,d_odd,0.15257110481318847,0.11207585911414039,0.04049524569904808,158,0.14752218360544347
4,dtail_dep,0.007687996362213551,-0.00016344751188694762,0.007851443874100498,158,0.3531613771253528
