,n_used,slope,slope_se,slope_tstat,slope_pvalue,kappa,half_life_days,long_run_level,column
0,1545,-0.004997499170511171,0.0021912106000890243,-2.2807023525297536,0.022566065870518053,0.004997499170511171,138.69880852607454,0.5785935206142733,J
