vol_multiplier,target_correlation,sigma_move,stressed_mean,stressed_vol_daily,stressed_vol_ann,stressed_VaR99,stressed_ES99,price_mean_leg_nats,price_vol_leg_nats,price_correlation_leg_nats,entropy_price_nats,implied_return_period_years
1.5,0.7,-2.0,-0.02150749071609768,0.016399023603081885,0.26032642918819837,0.05965732441147279,0.06521440162281802,1.9999999999999998,0.8781395675673416,0.022946721367365086,2.9670832462684906,6.333333333333333
2.0,0.9,-3.0,-0.03246613102278925,0.023880130792395992,0.3790853241142536,0.08801962252349688,0.0961117951944008,4.500000000000003,3.227411277760222,0.6445182234606541,5.716677468333937,6.333333333333333
3.0,0.95,-4.0,-0.04342477132948082,0.03653669516530289,0.5800020548134045,0.12842183445176147,0.14080289084848593,7.999999999999999,11.605550845327564,1.4298984357684787,12.079014039738869,6.333333333333333
