,n_used,slope,slope_se,slope_tstat,slope_pvalue,kappa,half_life_days,long_run_level,column
0,7743,-0.005770488192770397,0.001536966035465121,-3.7544669560795567,0.00017371075864277058,0.005770488192770397,120.11933087886054,3.3360910778620605,J
